"name","sku","price","quantity","tags","image","description"
"Women Mid Rise Cotton Leggings","APP-00073","5.93","80","clothing,cotton,lyra,women","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22941504/2023/4/28/6e7c927e-3ee4-44d8-ad50-cf7ea54914bc1682677619972Trousers1.jpg","Women Mid Rise Cotton Leggings. From LYRA."
"Women Pack Of 3 Sports Shorts","APP-00074","6.9","50","clothing,jinfo,sport,sports,women","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22945730/2023/4/29/1d5541bb-237f-4c71-8ac5-aa8e3634f9b71682750621163JinfoWomenBeigeYogaSportsShorts1.jpg","Women Pack Of 3 Sports Shorts. From Jinfo."
"Women Straight Fit High-Rise Jeans","APP-00075","35.99","45","clothing,urban revivo,women","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22688658/2023/4/27/87157135-8e6e-4b0b-87ed-1a1de4b02cdd1682590304474-Urban-Revivo-Women-Straight-Fit-High-Rise-Light-Fade-Jeans-1-1.jpg","Women Straight Fit High-Rise Jeans. From Urban Revivo."
"Fitted Cinched Waist Top","APP-00076","14.87","97","clothing,fitted,neudis","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22933492/2023/4/28/5376c1f4-65e2-4c04-b424-ad62c24d32f81682670563249NEUDISGreenCinchedWaistTop1.jpg","Fitted Cinched Waist Top. From NEUDIS."
"Women Pack Of 3 Sports Shorts","APP-00077","6.9","55","clothing,jinfo,sport,sports,women","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22945760/2023/4/29/741d18f2-bbb3-42ee-ad15-697529b8a15c1682741334653JinfoWomenPinkYogaSportsShorts1.jpg","Women Pack Of 3 Sports Shorts. From Jinfo."
"Women Mid Rise Shorts","APP-00078","6.37","76","brinns,clothing,women","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22959012/2023/4/29/d5b95c79-fd80-4e3f-ae94-6a0cdb59ae691682758143393BRINNSWomenNavyBlueShorts1.jpg","Women Mid Rise Shorts. From BRINNS."
"Women Pack Of 3 Yoga Shorts","APP-00079","6.9","35","clothing,jinfo,women","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22945734/2023/4/28/8bffe652-7cb9-4f82-b35c-1c2aad5262cb1682691374304JinfoWomenBeigeColourblockedYogaSportsShorts1.jpg","Women Pack Of 3 Yoga Shorts. From Jinfo."
"Geometric Printed Top","APP-00080","9.11","36","brinns,clothing,printed","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22959008/2023/4/29/d8ba93f1-fdcd-4cc9-b8f1-3612c0178f1c1682773537114BRINNSMulticolouredGeometricPrintCrepeTop1.jpg","Geometric Printed Top. From BRINNS."
"Printed Basic Jumpsuit","APP-00081","20.87","59","clothing,juniper,printed","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22939730/2023/4/28/7aa4546f-cea9-4277-a5cb-68dcf141695b1682687652113JuniperWomensPinkCottonFlexFloralPrintedJumpsuit1.jpg","Printed Basic Jumpsuit. From Juniper."
"Printed Crop Top","APP-00082","83.99","68","adidas,clothing,printed","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22938730/2023/4/29/b8ac4b54-8160-4be0-91e0-31576293fb631682708370409Tops1.jpg","Printed Crop Top. From ADIDAS."
"Cotton Relaxed Fit T-shirt","APP-00083","5.99","17","clothing,cotton,styli","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22954262/2023/4/29/bd15390b-550d-409e-92f7-ec34834909401682742000291StyliWomenGreenTypographyPrintedT-shirt1.jpg","Cotton Relaxed Fit T-shirt. From Styli."
"Print Denim A-Line Mini Dress","APP-00084","24.0","79","clothing,denim,sumavi-fashion","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22966444/2023/5/1/59342f98-a307-407d-8a59-e7fb43df6d521682909427032SUMAVI-FASHIONBluePrintDenimA-LineMiniDress1.jpg","Print Denim A-Line Mini Dress. From SUMAVI-FASHION."
"Women Mid-Rise Plain Trousers","APP-00085","5.93","94","clothing,lyra,women","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22941438/2023/4/28/785ccb25-d880-4521-abf2-75d9cfb435141682677006906LYRAWomenBrownOriginalTrousers1.jpg","Women Mid-Rise Plain Trousers. From LYRA."
"Sleeveless Fit & Flare Dress","APP-00086","20.82","72","bostreet,clothing","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22920768/2023/4/27/7f504d59-e692-4b40-bccb-12a6fd51d3d61682611758172BoStreetNavyBlueFitFlareDress1.jpg","Sleeveless Fit & Flare Dress. From BoStreet."
"Women Maternity Track Pants","APP-00087","23.99","57","clothing,frempy,women","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22928230/2023/4/28/ba77416f-43d5-4d5e-8959-f338912537281682656204984TrackPants1.jpg","Women Maternity Track Pants. From Frempy."
"Women High Rise Knitted Tights","APP-00088","18.23","29","clothing,sweet dreams,women","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22892006/2023/4/25/fffd6ec5-87b8-41a6-81c1-d4d3e85b81401682417321821SweetDreamsWomenSolidAnkleTights1.jpg","Women High Rise Knitted Tights. From Sweet Dreams."
"Women Typography Printed Applique T-shirt","APP-00089","7.19","32","clothing,printed,t-shirt truck,women","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22966962/2023/5/1/4cab120c-d230-45e8-b93f-9e1d4dc0b86e1682909499248T-SHIRTTRUCKWomenBlackTypographyPrintedAppliqueT-shirt1.jpg","Women Typography Printed Applique T-shirt. From T-SHIRT TRUCK."
"Puff Sleeves Cotton Top","APP-00090","12.59","74","clothing,cotton,styli","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22954264/2023/4/29/8b8af5ed-7fc7-45cc-b473-1f0843bb2b021682785060053StyliWomenOffWhiteFloralPrintedV-NeckPocketsT-shirt1.jpg","Puff Sleeves Cotton Top. From Styli."
"Print Maxi Dress","APP-00091","43.19","20","clothing,urban revivo","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22687746/2023/4/18/7bae5110-0e6a-48ee-84dc-edb4b57863631681803066028TshirtsUrbanRevivoWomenDressesUrbanRevivoWomenSkirtsUrbanRev1.jpg","Print Maxi Dress. From Urban Revivo."
"Flared Sleeves Crop Top","APP-00092","23.99","32","clothing,sheetal associates","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22929292/2023/4/28/c059c657-0e3f-406d-867f-8739a94aadb01682629535743SHEETALAssociatesBlackFloralPrintFlaredSleeveCrepeCropTop1.jpg","Flared Sleeves Crop Top. From SHEETAL Associates."
"Shoulder Straps Mini Dress","APP-00093","19.19","79","bostreet,clothing","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22920696/2023/4/27/d4cdde2b-ec01-4eff-b9bf-c35f58b75adc1682607355131BoStreetPinkBodyconMiniDress1.jpg","Shoulder Straps Mini Dress. From BoStreet."
"Halter Neck Top","APP-00094","10.79","74","clothing,guti","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22960936/2023/4/29/d5797163-5037-4c40-ad25-1350170818fd1682779311596Tops1.jpg","Halter Neck Top. From GUTI."
"Women Shrug","APP-00095","7.5","29","clothing,nimble,women","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22942018/2023/4/28/fe7ade39-3933-41b6-9aa4-bd1c4f3a70db1682690206784NimbleWomenSkyBlueSolidOpenFrontShrug1.jpg","Women Shrug. From Nimble."
"Sleeveless Fitted Crop Top","APP-00096","4.61","82","clothing,disrupt,fitted","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22927504/2023/4/28/18bf0f59-7d91-473e-b545-aee2c517c9441682628972735DisruptPinkCropTop1.jpg","Sleeveless Fitted Crop Top. From Disrupt."
"Floral Print Chiffon Fit & Flare Dress","APP-00097","7.19","26","chiffon,clothing,floral,modwee","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22904622/2023/5/1/d739ec53-17c9-4795-a380-bed9039c62c11682962213878MODWEEYellowFloralPrintChiffonFitFlareDress1.jpg","Floral Print Chiffon Fit & Flare Dress. From MODWEE."
"Top Solid","APP-00098","10.79","22","clothing,guti,solid","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22960930/2023/4/29/b127f9f6-89d3-4f83-aac0-11b36ab465ee1682779299136GUTIRedCottonCropTop1.jpg","Top Solid. From GUTI."
"Women Stretchable Cotton Jeans","APP-00099","14.39","17","clothing,cotton,ursense,women","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22960134/2023/4/29/4ed89aeb-809e-4209-b30d-a8c3548f6a451682762238547urSenseWomenBlueBootcutStretchableJeans1.jpg","Women Stretchable Cotton Jeans. From urSense."
"Women Skinny Fit Jeans","APP-00100","35.99","15","clothing,vero moda,women","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22914144/2023/4/27/6c560331-433a-4bfb-a766-49b381c103a01682574056850VeroModaWomenBlueSkinnyFitHigh-RiseLowDistressLightFadeStret1.jpg","Women Skinny Fit Jeans. From Vero Moda."
"Gold-Plated Jewellery Set","ACC-00001","17.86","75","accessories,griiham","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22930466/2023/4/28/a1e92e8e-2015-4614-bec9-30b6b10a2aec1682678690381GoldFinishshortnecklaceset12012N1.jpg","Gold-Plated Jewellery Set. From GRIIHAM."
"UV Protected Oval Sunglasses","ACC-00002","59.99","93","accessories,resist eyewear","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22929228/2023/4/28/d185c277-f806-42e9-8054-70aee12b4e081682632941317RESISTEYEWEAROVALUVPROTECTIONBLACKFREESIZESUNGLASSESFORMENAN1.jpg","UV Protected Oval Sunglasses. From RESIST EYEWEAR."
"Rhodium-Plated Jewellery Set","ACC-00003","17.81","57","aazeen,accessories","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22919154/2023/4/27/9b48fdec-30f3-43a4-9291-671c070ef7381682592519635JewellerySet1.jpg","Rhodium-Plated Jewellery Set. From Aazeen."
"Gold-Plated Finger Ring","ACC-00004","4.43","84","accessories,myki","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22910178/2023/4/26/dd4aa153-367a-4305-8aff-249a69ac23141682507619465MYKIExclusiveEternalStarGoldPlatedRingForWomenGirls1.jpg","Gold-Plated Finger Ring. From MYKI."
"Set of 6 Hair Accessory","APP-00101","7.19","61","clothing,hair flare","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22891772/2023/4/25/20aa7036-8d83-481a-8bed-24ae5577864c1682428171095HairFlareArtificialFlowerwithPearlBridalHairPinHairClipSideP1.jpg","Set of 6 Hair Accessory. From Hair Flare."
"Wayfarer Sunglasses","ACC-00005","12.52","48","accessories,magneq","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22886254/2023/4/25/c81dd6d6-efb0-4553-8af7-6a78e9c9870f1682410385698MAGNEQSqureShapedUnisexBlackSunglassesMG2140SC156181.jpg","Wayfarer Sunglasses. From MAGNEQ."
"Gold-Plated Jewellery Set","ACC-00006","7.74","100","accessories,mansiyaorange","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22867496/2023/4/22/8400f0a4-6895-48ae-a248-bd486d52b6011682171171582MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg","Gold-Plated Jewellery Set. From MANSIYAORANGE."
"Women Textured Casual Belt","ACC-00007","4.69","76","accessories,casual,crusset,women","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22914374/2023/4/27/7c60232e-b544-41ad-ad0e-3a45eb50ec391682577438232CrussetLadiesCasualBelt1.jpg","Women Textured Casual Belt. From CRUSSET."
"Body Wash With Body Spray","APP-00102","6.17","82","clothing,french essence","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22820656/2023/4/19/8b3b1aa8-4830-4eb4-9087-f74abc11602e1681903093071BodyWashandScrub1.jpg","Body Wash With Body Spray. From FRENCH ESSENCE."
"Studs Earrings","ACC-00008","15.1","97","accessories,palmonas","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22922588/2023/4/27/fc4d7511-47ae-45b5-9164-48fdf698ad641682596049875PALMONASGold-TonedContemporaryEarCuffEarrings1.jpg","Studs Earrings. From PALMONAS."
"Set Of 2 Gold-Plated Anklets","APP-00103","35.94","49","clothing,silvermerc designs","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22882202/2023/4/24/37e2d8f3-aa37-4c4d-801c-3086a6302afe1682336742236GoldPlatedPearlAnklet1.jpg","Set Of 2 Gold-Plated Anklets. From Silvermerc Designs."
"Gold-Plated Long Jewellery Set","ACC-00009","5.58","66","accessories,mansiyaorange","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22867492/2023/4/22/7d687fa2-e8cc-4dc5-8723-449c8fda0ebf1682168150672MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg","Gold-Plated Long Jewellery Set. From MANSIYAORANGE."
"Gold-Plated Necklace","ACC-00010","4.07","32","accessories,rofarword","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22915834/2023/4/27/b8c9851c-f9bb-41e0-a453-d94d43d480041682590195673ROFARWORDTraditionalNecklaceChainforWomenGirls1.jpg","Gold-Plated Necklace. From ROFARWORD."
"Gold-Plated Jewellery Set","ACC-00011","3.71","63","accessories,rofarword","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22889428/2023/4/25/fc1ff709-8149-4a50-8fcc-fdf27db55b931682411184738ROFARWORDTraditionalNecklaceJewellerySetforWomenGirls1.jpg","Gold-Plated Jewellery Set. From ROFARWORD."
"Gold-Plated Jewellery Set","ACC-00012","16.74","50","accessories,griiham","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22930572/2023/4/28/872250bd-74a3-418e-8fc5-871d64588c591682665810657Antiquefinishshortnecklaceset12303N1.jpg","Gold-Plated Jewellery Set. From GRIIHAM."
"Gold-Plated Drop Earrings","ACC-00013","8.99","24","accessories,peora","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22919806/2023/4/27/99bb2ca9-b095-490e-b402-29ff93293ce11682592003221PeoraGold-TonedContemporaryDropEarrings1.jpg","Gold-Plated Drop Earrings. From Peora."
"Gold-Plated Statement Necklace","ACC-00014","11.93","66","accessories,men,sohi","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22898384/2023/4/25/bcfe37f2-8f8a-4ff0-b377-1c1d82faf6b71682440459069Multicolourdesignerstatementstonesnecklace1.jpg","Gold-Plated Statement Necklace. From SOHI."
"Gold-Plated Jewellery Set","ACC-00015","4.07","49","accessories,rofarword","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22889370/2023/4/25/b60330e5-c4bc-47fb-96c4-7e33b13903011682409270123ROFARWORDTraditionalNecklaceJewellerySetforWomenGirls1.jpg","Gold-Plated Jewellery Set. From ROFARWORD."
"Silver-Plated Oxidized Bangle","APP-00104","23.99","49","clothing,samridhi dc","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22882102/2023/4/24/c9804859-5287-4183-86bf-830e4d0bdb381682341145313OxidizedSilver-PlatedJhumkiCuffGhungrooBeadedBangle1.jpg","Silver-Plated Oxidized Bangle. From Samridhi DC."
"Gold-Plated Jewellery Set","ACC-00016","10.58","84","accessories,sukkhi","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22863238/2023/4/22/077b01bd-0892-48cc-9ed7-a0cccb81fbb41682158346504SukkhiGracefulGoldPlatedKundanMeenakariChokerNecklaceSetforW1.jpg","Gold-Plated Jewellery Set. From Sukkhi."
"Textured Structured Sling Bag","ACC-00017","20.28","52","accessories,metro","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22935820/2023/4/28/dccb7af5-17a9-4e6b-b1b4-17bb55bb2cbd1682688547164MetroYellowTexturedShopperSlingBagwithQuilted1.jpg","Textured Structured Sling Bag. From Metro."
"Studs Earrings","ACC-00018","16.99","26","accessories,palmonas","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22922592/2023/4/27/9fdbd132-c6be-4626-8491-5596c81d38171682595737959PALMONASGold-TonedContemporaryStudsEarrings1.jpg","Studs Earrings. From PALMONAS."
"Women Silver-Plated Charm Bracelet","ACC-00019","10.79","66","accessories,peora,women","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22919724/2023/4/27/7017a571-1404-4269-a7bc-ed2c4c6353141682607174225Bracelet1.jpg","Women Silver-Plated Charm Bracelet. From Peora."
"Rose Gold-Plated Finger Ring","ACC-00020","4.19","12","accessories,myki","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22910300/2023/4/26/3a0141b4-f608-467e-b67f-0d31972beb081682509965876MYKICasualRingForWomenGirls1.jpg","Rose Gold-Plated Finger Ring. From MYKI."
"Rose Gold-Plated Mangalsutra","APP-00105","10.57","57","clothing,vita bella","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22905700/2023/4/26/051b181b-b9e9-4260-86b9-b7657281c0381682502411512RoseGold-PlatedBeadedADStuddedMangalsutraEarringsSet1.jpg","Rose Gold-Plated Mangalsutra. From Vita Bella."
"Set of 2 Silver-Plated Anklets","APP-00106","23.99","39","clothing,ruhi collection","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22885602/2023/4/24/d65cf009-2f43-4799-97b3-ce126181bc8a1682345046015RuhiCollectionBridalSilverPlatedIndianTraditionalEthnicFancy1.jpg","Set of 2 Silver-Plated Anklets. From RUHI COLLECTION."
"Drop Earrings","ACC-00021","4.79","41","accessories,myki","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22956674/2023/4/29/79a95752-7c34-4d27-948d-4c9b3eb513f81682777408194MYKISilver-TonedContemporaryDropEarrings1.jpg","Drop Earrings. From MYKI."
"Rhodium-Plated Jewellery Set","ACC-00022","6.71","47","aazeen,accessories","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22919106/2023/4/27/be9e297e-ecdb-41d9-8edd-f7bbf12fe7c11682590858133Rhodium-PlatedSilverTonedAmericanDiamondstuddedOvalShapedJew1.jpg","Rhodium-Plated Jewellery Set. From Aazeen."
"Women PU Belt With Chain Drop","ACC-00023","14.34","54","20dresses,accessories,women","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22902594/2023/4/26/5b348a9b-ce8a-472b-ad38-ecee4df38876168249360531620DressesTanSolidWaistBeltWithChainDropForWomen1.jpg","Women PU Belt With Chain Drop. From 20Dresses."
"Gold-Plated Jewellery Set","ACC-00024","5.44","32","accessories,sukkhi","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22863338/2023/4/22/593b1ab8-0e50-4c14-bb53-ae871efbae7e1682160442433SukkhiAlluringOxidisedGoddessLaxmiNecklaceSetforWomen1.jpg","Gold-Plated Jewellery Set. From Sukkhi."
"Silver-Plated Jewellery Set","ACC-00025","4.66","28","accessories,anouk","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22896762/2023/4/25/874d3424-7e1d-473b-9475-b3ae52e15d161682428568615JewellerySet1.jpg","Silver-Plated Jewellery Set. From Anouk."
"Rhodium-Plated Drop Earrings","ACC-00026","7.09","64","aazeen,accessories","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22945144/2023/4/28/885ba632-56e0-4fde-afd2-22c3844dff951682682462021AazeenSeaGreenCircularStudsEarrings1.jpg","Rhodium-Plated Drop Earrings. From Aazeen."
"Rhodium-Plated Bracelet","ACC-00027","4.55","52","aazeen,accessories","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22919254/2023/4/27/d66b536d-cb62-4d31-8250-53a736a1b1621682607111206Rhodium-PlatedSilverTonedWhiteAmericanDiamondstuddedHeartSha1.jpg","Rhodium-Plated Bracelet. From Aazeen."
"Silver-Plated Ring","ACC-00028","3.59","28","accessories,vien","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22907202/2023/4/26/56eb4a2d-9e1d-4a66-9450-af344d98f4081682503079537VIENSilverOwlRingCatEyesAnimalCharmVintageRingsforMenWomenRi1.jpg","Silver-Plated Ring. From VIEN."
